,prov,distinct,입학연도,입학자총수,입학남자,입학여자,인구나이,인구연도,인구총수,인구남자,인구여자,입학연도별 입학총수,인구연도별 인구총합,보정치,인구대비입학비율,보정후 인구대비입학비율,입학자비율,초등입학이동지수,초등입학이동지수z점수,,"보정치 = (입학년도별 인구총합/인구연도별 인구총합), 연도별로 입학유예자들로 인한 입학 누락자를 보정하기 위해 산출, 연도별로 입학유예자 규모가 달라 연도별 보정치는 다 다름, 전국인구총합 * 보정치 = 전국입학자수"
168,강원,태백시,2020,284,152,132,6,2019,297,158,139,417119,431843,0.965904275,0.956228956,0.989983149,0.068086086,-0.000682008,-0.069410079,,
169,강원,평창군,2009,368,189,179,6,2008,389,199,190,462768,488710,0.946917395,0.946015424,0.999047466,0.079521488,-7.57E-05,-0.042482083,,
170,강원,평창군,2010,336,171,165,6,2009,356,187,169,470657,487028,0.966385916,0.943820225,0.976649399,0.071389568,-0.001666989,-0.113159478,,
171,강원,평창군,2011,314,178,136,6,2010,326,180,146,441332,457372,0.964930079,0.963190184,0.99819687,0.071148251,-0.00012829,-0.044815845,,
172,강원,평창군,2012,304,175,129,6,2011,297,170,127,407210,420797,0.967711272,1.023569024,1.057721506,0.074654355,0.004309162,0.152280148,,
173,강원,평창군,2013,286,146,140,6,2012,313,163,150,422944,435284,0.971650692,0.913738019,0.940397641,0.067621245,-0.004030386,-0.21813324,,
174,강원,평창군,2014,313,163,150,6,2013,324,166,158,465061,480776,0.96731326,0.966049383,0.998693414,0.067302999,-8.79E-05,-0.043023531,,
175,강원,평창군,2015,312,156,156,6,2014,323,164,159,441255,454993,0.969806129,0.965944272,0.996017909,0.070707414,-0.000281563,-0.051623728,,
176,강원,평창군,2016,258,128,130,6,2015,270,130,140,422114,435131,0.970084871,0.955555556,0.985022635,0.061120929,-0.00091543,-0.079777877,,
177,강원,평창군,2017,278,157,121,6,2016,284,162,122,445571,460063,0.968499966,0.978873239,1.010710659,0.062391852,0.000668258,-0.009436007,,
178,강원,평창군,2018,237,116,121,6,2017,248,123,125,447106,462352,0.967025124,0.955645161,0.988231989,0.053007564,-0.000623794,-0.066824392,,
179,강원,평창군,2019,261,132,129,6,2018,269,141,128,462528,478982,0.965647978,0.970260223,1.004776321,0.056429016,0.000269523,-0.027146405,,
180,강원,평창군,2020,213,119,94,6,2019,224,122,102,417119,431843,0.965904275,0.950892857,0.98445869,0.051064564,-0.00079361,-0.074367051,,
181,강원,홍천군,2009,641,321,320,6,2008,680,344,336,462768,488710,0.946917395,0.942647059,0.995490276,0.138514331,-0.000624661,-0.066862936,,
182,강원,홍천군,2010,588,324,264,6,2009,606,333,273,470657,487028,0.966385916,0.97029703,1.004047155,0.124931744,0.000505618,-0.016659893,,
183,강원,홍천군,2011,530,259,271,6,2010,549,267,282,441332,457372,0.964930079,0.965391621,1.000478317,0.120090997,5.74E-05,-0.036566321,,
184,강원,홍천군,2012,495,250,245,6,2011,511,258,253,407210,420797,0.967711272,0.968688845,1.001010191,0.121558901,0.000122798,-0.033663428,,
185,강원,홍천군,2013,456,240,216,6,2012,458,246,212,422944,435284,0.971650692,0.995633188,1.024682219,0.107815692,0.002661131,0.079080392,,
186,강원,홍천군,2014,569,287,282,6,2013,572,290,282,465061,480776,0.96731326,0.994755245,1.028369284,0.122349541,0.003470969,0.115050564,,
187,강원,홍천군,2015,494,241,253,6,2014,509,251,258,441255,454993,0.969806129,0.970530452,1.000746874,0.111953406,8.36E-05,-0.035403785,,
188,강원,홍천군,2016,504,274,230,6,2015,517,282,235,422114,435131,0.970084871,0.974854932,1.004917159,0.119399025,0.000587104,-0.013040579,,
189,강원,홍천군,2017,495,240,255,6,2016,509,254,255,445571,460063,0.968499966,0.972495088,1.004125062,0.111093406,0.000458267,-0.018763057,,
190,강원,홍천군,2018,474,232,242,6,2017,490,239,251,447106,462352,0.967025124,0.967346939,1.000332789,0.106015128,3.53E-05,-0.037550631,,
191,강원,홍천군,2019,443,220,223,6,2018,468,229,239,462528,478982,0.965647978,0.946581197,0.980254935,0.095777985,-0.001891143,-0.123115576,,
192,강원,홍천군,2020,384,195,189,6,2019,392,203,189,417119,431843,0.965904275,0.979591837,1.014170722,0.09206006,0.001304558,0.018826188,,
193,강원,화천군,2009,237,110,127,6,2008,258,119,139,462768,488710,0.946917395,0.918604651,0.970100091,0.051213567,-0.001531281,-0.107131791,,
194,강원,화천군,2010,200,95,105,6,2009,219,104,115,470657,487028,0.966385916,0.913242009,0.945007573,0.042493791,-0.002336837,-0.142911744,,
195,강원,화천군,2011,221,120,101,6,2010,226,130,96,441332,457372,0.964930079,0.977876106,1.013416545,0.05007568,0.000671843,-0.009276786,,
196,강원,화천군,2012,188,112,76,6,2011,190,110,80,407210,420797,0.967711272,0.989473684,1.022488539,0.046167825,0.001038247,0.006997606,,
197,강원,화천군,2013,190,93,97,6,2012,209,107,102,422944,435284,0.971650692,0.909090909,0.935614945,0.044923205,-0.002892383,-0.16758716,,
198,강원,화천군,2014,243,117,126,6,2013,253,124,129,465061,480776,0.96731326,0.960474308,0.992929951,0.05225121,-0.000369419,-0.055525949,,
199,강원,화천군,2015,191,99,92,6,2014,203,107,96,441255,454993,0.969806129,0.9408867,0.970180195,0.043285628,-0.001290769,-0.096449094,,
200,강원,화천군,2016,208,97,111,6,2015,210,99,111,422114,435131,0.970084871,0.99047619,1.02102014,0.049275788,0.001035784,0.006888209,,
201,강원,화천군,2017,197,101,96,6,2016,204,102,102,445571,460063,0.968499966,0.965686275,0.997094794,0.044212931,-0.000128448,-0.044822867,,
202,강원,화천군,2018,190,100,90,6,2017,199,103,96,447106,462352,0.967025124,0.954773869,0.987330986,0.042495516,-0.000538376,-0.063030454,,
203,강원,화천군,2019,191,87,104,6,2018,201,91,110,462528,478982,0.965647978,0.950248756,0.984052965,0.041294797,-0.00065853,-0.068367242,,
204,강원,화천군,2020,180,94,86,6,2019,179,93,86,417119,431843,0.965904275,1.005586592,1.041083074,0.043153153,0.001772864,0.039626722,,
205,강원,횡성군,2009,303,156,147,6,2008,318,170,148,462768,488710,0.946917395,0.952830189,1.006244255,0.065475573,0.000408846,-0.020958162,,
206,강원,횡성군,2010,292,152,140,6,2009,311,163,148,470657,487028,0.966385916,0.938906752,0.97156502,0.062040934,-0.001764133,-0.117474246,,
207,강원,횡성군,2011,309,164,145,6,2010,313,170,143,441332,457372,0.964930079,0.987220447,1.023100501,0.070015317,0.001617389,0.032721058,,
208,강원,횡성군,2012,291,148,143,6,2011,295,149,146,407210,420797,0.967711272,0.986440678,1.019354333,0.071461899,0.001383097,0.022314652,,
209,강원,횡성군,2013,292,156,136,6,2012,299,156,143,422944,435284,0.971650692,0.976588629,1.005082008,0.069039873,0.000350861,-0.023533653,,
210,강원,횡성군,2014,314,159,155,6,2013,322,162,160,465061,480776,0.96731326,0.97515528,1.008107011,0.067518025,0.000547369,-0.014805449,,
211,강원,횡성군,2015,293,156,137,6,2014,288,153,135,441255,454993,0.969806129,1.017361111,1.049035555,0.066401514,0.003256035,0.105503962,,
212,강원,횡성군,2016,260,135,125,6,2015,270,136,134,422114,435131,0.970084871,0.962962963,0.992658469,0.061594735,-0.0004522,-0.059202792,,
213,강원,횡성군,2017,255,126,129,6,2016,256,126,130,445571,460063,0.968499966,0.99609375,1.028491259,0.057229936,0.001630553,0.033305758,,
214,강원,횡성군,2018,268,143,125,6,2017,280,148,132,447106,462352,0.967025124,0.957142857,0.989780755,0.059941043,-0.000612552,-0.066325088,,
215,강원,횡성군,2019,265,132,133,6,2018,284,139,145,462528,478982,0.965647978,0.933098592,0.966292699,0.057293829,-0.00193122,-0.124895691,,
216,강원,횡성군,2020,221,114,107,6,2019,233,123,110,417119,431843,0.965904275,0.948497854,0.981979145,0.052982482,-0.00095479,-0.081526073,,
217,경기,가평군,2009,478,254,224,6,2008,502,276,226,462768,488710,0.946917395,0.952191235,1.005569483,0.103291498,0.00057528,-0.013565747,,
218,경기,가평군,2010,463,254,209,6,2009,448,251,197,470657,487028,0.966385916,1.033482143,1.069430054,0.098373125,0.006830051,0.264249204,,
219,경기,가평군,2011,494,261,233,6,2010,484,249,235,441332,457372,0.964930079,1.020661157,1.057756598,0.111933873,0.00646492,0.248031334,,
220,경기,가평군,2012,447,236,211,6,2011,440,229,211,407210,420797,0.967711272,1.015909091,1.049805991,0.109771371,0.005467272,0.20371933,,
221,경기,가평군,2013,440,233,207,6,2012,438,241,197,422944,435284,0.971650692,1.00456621,1.033875875,0.104032685,0.003524198,0.117414827,,
222,경기,가평군,2014,450,234,216,6,2013,445,227,218,465061,480776,0.96731326,1.011235955,1.045406898,0.0967615,0.00439364,0.156032354,,
223,경기,가평군,2015,438,224,214,6,2014,448,231,217,441255,454993,0.969806129,0.977678571,1.008117543,0.099262331,0.000805766,-0.00332837,,
224,경기,가평군,2016,418,217,201,6,2015,408,210,198,422114,435131,0.970084871,1.024509804,1.056103269,0.099025382,0.005555648,0.207644669,,
225,경기,가평군,2017,459,238,221,6,2016,453,235,218,445571,460063,0.968499966,1.013245033,1.04620038,0.103013886,0.004759281,0.172272847,,
226,경기,가평군,2018,422,196,226,6,2017,434,209,225,447106,462352,0.967025124,0.97235023,1.005506689,0.094384777,0.000519748,-0.01603231,,
227,경기,가평군,2019,436,204,232,6,2018,451,214,237,462528,478982,0.965647978,0.966740576,1.001131466,0.094264563,0.000106657,-0.034380336,,
228,경기,가평군,2020,357,189,168,6,2019,360,191,169,417119,431843,0.965904275,0.991666667,1.026671785,0.085587087,0.00228276,0.06227452,,
229,경기,고양시,2009,9576,4986,4590,6,2008,10375,5401,4974,462768,488710,0.946917395,0.922987952,0.974729112,2.069287418,-0.05229273,-2.361776913,,
230,경기,고양시,2010,9935,5232,4703,6,2009,10310,5413,4897,470657,487028,0.966385916,0.963627546,0.997145685,2.110879048,-0.006025114,-0.306732078,,
231,경기,고양시,2011,9446,4811,4635,6,2010,9817,4987,4830,441332,457372,0.964930079,0.962208414,0.997179418,2.140338793,-0.006037002,-0.307260081,,
232,경기,고양시,2012,8370,4267,4103,6,2011,8776,4485,4291,407210,420797,0.967711272,0.953737466,0.985559943,2.055450505,-0.029680822,-1.357435476,,
233,경기,고양시,2013,8587,4387,4200,6,2012,8971,4620,4351,422944,435284,0.971650692,0.957195407,0.985122961,2.030292426,-0.030204739,-1.380706014,,
234,경기,고양시,2014,9425,4870,4555,6,2013,9965,5134,4831,465061,480776,0.96731326,0.945810336,0.977770465,2.026615863,-0.045050728,-2.040112678,,
235,경기,고양시,2015,9234,4715,4519,6,2014,9748,4969,4779,441255,454993,0.969806129,0.947271235,0.976763507,2.092667505,-0.048626255,-2.19892499,,
236,경기,고양시,2016,8646,4490,4156,6,2015,9217,4803,4414,422114,435131,0.970084871,0.938049257,0.966976483,2.048261844,-0.06764081,-3.043484686,,
237,경기,고양시,2017,9165,4721,4444,6,2016,9757,5005,4752,445571,460063,0.968499966,0.939325612,0.969876763,2.056911244,-0.061960825,-2.791199716,,
238,경기,고양시,2018,9095,4631,4464,6,2017,9656,4939,4717,447106,462352,0.967025124,0.941901408,0.974019584,2.034193234,-0.052849187,-2.386492796,,
239,경기,고양시,2019,9283,4787,4496,6,2018,9900,5128,4772,462528,478982,0.965647978,0.937676768,0.97103374,2.007013629,-0.058135679,-2.621300202,,
240,경기,고양시,2020,8550,4305,4245,6,2019,9054,4599,4455,417119,431843,0.965904275,0.944333996,0.977668305,2.049774765,-0.045774944,-2.072279797,,
241,경기,과천시,2009,757,390,367,6,2008,822,413,409,462768,488710,0.946917395,0.920924574,0.972550065,0.163580887,-0.004490285,-0.238560334,,
242,경기,과천시,2010,711,391,320,6,2009,786,439,347,470657,487028,0.966385916,0.904580153,0.936044429,0.151065426,-0.009661476,-0.46824646,,
243,경기,과천시,2011,677,349,328,6,2010,786,411,375,441332,457372,0.964930079,0.861323155,0.892627532,0.153399255,-0.016470857,-0.770695225,,
244,경기,과천시,2012,606,312,294,6,2011,713,365,348,407210,420797,0.967711272,0.849929874,0.878288699,0.148817563,-0.018112779,-0.843623662,,
245,경기,과천시,2013,590,331,259,6,2012,651,369,282,422944,435284,0.971650692,0.906298003,0.932740552,0.139498373,-0.009382584,-0.455859057,,
246,경기,과천시,2014,578,304,274,6,2013,660,353,307,465061,480776,0.96731326,0.875757576,0.905350533,0.124284771,-0.011763487,-0.561610433,,
247,경기,과천시,2015,554,278,276,6,2014,639,323,316,441255,454993,0.969806129,0.866979656,0.893972135,0.125550985,-0.013311903,-0.630385609,,
248,경기,과천시,2016,496,258,238,6,2015,569,292,277,422114,435131,0.970084871,0.871704745,0.898586063,0.117503802,-0.011916523,-0.568407746,,
249,경기,과천시,2017,440,229,211,6,2016,525,281,244,445571,460063,0.968499966,0.838095238,0.865353916,0.098749694,-0.01329626,-0.629690791,,
250,경기,과천시,2018,418,205,213,6,2017,481,232,249,447106,462352,0.967025124,0.869022869,0.898655937,0.093490134,-0.00947467,-0.459949212,,
251,경기,과천시,2019,466,242,224,6,2018,538,284,254,462528,478982,0.965647978,0.866171004,0.896984225,0.100750657,-0.010378907,-0.500112241,,
252,경기,과천시,2020,483,253,230,6,2019,509,265,244,417119,431843,0.965904275,0.94891945,0.982415622,0.115794294,-0.002036171,-0.129557213,,
253,경기,광명시,2009,3051,1612,1439,6,2008,3294,1750,1544,462768,488710,0.946917395,0.926229508,0.978152385,0.659293642,-0.014403994,-0.678892438,,
254,경기,광명시,2010,3376,1785,1591,6,2009,3301,1739,1562,470657,487028,0.966385916,1.022720388,1.05829397,0.717295185,0.041813984,1.81811252,,
255,경기,광명시,2011,3560,1794,1766,6,2010,3545,1788,1757,441332,457372,0.964930079,1.004231312,1.040729617,0.806648963,0.032854504,1.420163895,,
256,경기,광명시,2012,3308,1765,1543,6,2011,3404,1801,1603,407210,420797,0.967711272,0.971797885,1.004222967,0.81235726,0.003430558,0.113255665,,
257,경기,광명시,2013,3595,1859,1736,6,2012,3698,1923,1775,422944,435284,0.971650692,0.972147107,1.000510898,0.849994325,0.00043426,-0.019829363,,
258,경기,광명시,2014,3800,1877,1923,6,2013,3932,1948,1984,465061,480776,0.96731326,0.966429298,0.999086168,0.817097112,-0.00074669,-0.072283008,,
259,경기,광명시,2015,3612,1822,1790,6,2014,3760,1916,1844,441255,454993,0.969806129,0.960638298,0.990546738,0.818574294,-0.007738197,-0.38282118,,
260,경기,광명시,2016,3274,1735,1539,6,2015,3400,1792,1608,422114,435131,0.970084871,0.962941176,0.992636011,0.775619856,-0.005711656,-0.292809367,,
261,경기,광명시,2017,3272,1651,1621,6,2016,3401,1734,1667,445571,460063,0.968499966,0.962069979,0.993360881,0.734338635,-0.004875362,-0.25566411,,
262,경기,광명시,2018,3176,1654,1522,6,2017,3304,1728,1576,447106,462352,0.967025124,0.96125908,0.994037338,0.710346092,-0.004235554,-0.227246073,,
263,경기,광명시,2019,3071,1575,1496,6,2018,3212,1636,1576,462528,478982,0.965647978,0.956102117,0.990114554,0.663959804,-0.006563539,-0.330647008,,
264,경기,광명시,2020,2623,1355,1268,6,2019,2706,1393,1313,417119,431843,0.965904275,0.969327421,1.00354398,0.628837334,0.002228587,0.059868317,,
265,경기,광주시,2009,2634,1357,1277,6,2008,2877,1492,1385,462768,488710,0.946917395,0.915537018,0.966860492,0.569183695,-0.018862468,-0.876922195,,
266,경기,광주시,2010,2600,1361,1239,6,2009,2754,1434,1320,470657,487028,0.966385916,0.944081336,0.976919593,0.552419278,-0.012750062,-0.605430593,,
267,경기,광주시,2011,2694,1385,1309,6,2010,2803,1431,1372,441332,457372,0.964930079,0.961113093,0.996044288,0.610424805,-0.002414665,-0.146368598,,
268,경기,광주시,2012,2576,1312,1264,6,2011,2727,1385,1342,407210,420797,0.967711272,0.944627796,0.976146319,0.632597431,-0.015089777,-0.70935253,,
269,경기,광주시,2013,2725,1405,1320,6,2012,2859,1463,1396,422944,435284,0.971650692,0.953130465,0.980939418,0.644293334,-0.012280606,-0.584579008,,
270,경기,광주시,2014,3122,1535,1587,6,2013,3302,1618,1684,465061,480776,0.96731326,0.945487583,0.977436806,0.671309785,-0.015146893,-0.711889421,,
271,경기,광주시,2015,2939,1461,1478,6,2014,3064,1544,1520,441255,454993,0.969806129,0.959203655,0.98906743,0.666054776,-0.007281691,-0.362544772,,
272,경기,광주시,2016,2816,1424,1392,6,2015,2993,1530,1463,422114,435131,0.970084871,0.940862011,0.969875976,0.667118361,-0.020096289,-0.931724207,,
273,경기,광주시,2017,3151,1628,1523,6,2016,3348,1743,1605,445571,460063,0.968499966,0.941158901,0.971769678,0.707182469,-0.019963989,-0.925847869,,
274,경기,광주시,2018,3451,1781,1670,6,2017,3650,1891,1759,447106,462352,0.967025124,0.945479452,0.977719636,0.77185276,-0.01719716,-0.802955089,,
275,경기,광주시,2019,3728,1931,1797,6,2018,3982,2045,1937,462528,478982,0.965647978,0.936212958,0.969517857,0.806005258,-0.024568768,-1.130375981,,
276,경기,광주시,2020,3312,1680,1632,6,2019,3538,1801,1737,417119,431843,0.965904275,0.936122103,0.969166538,0.794018014,-0.024482324,-1.126536452,,
277,경기,구리시,2009,1946,1006,940,6,2008,2085,1076,1009,462768,488710,0.946917395,0.933333333,0.985654439,0.420513086,-0.006032496,-0.307059951,,
278,경기,구리시,2010,1999,1015,984,6,2009,2114,1083,1031,470657,487028,0.966385916,0.945600757,0.978491864,0.424725437,-0.009135052,-0.444864587,,
279,경기,구리시,2011,1831,938,893,6,2010,1971,982,989,441332,457372,0.964930079,0.928970066,0.962733038,0.414880407,-0.015461332,-0.725855716,,
280,경기,구리시,2012,1653,919,734,6,2011,1718,963,755,407210,420797,0.967711272,0.962165308,0.99426899,0.405933057,-0.002326407,-0.142448472,,
281,경기,구리시,2013,1736,946,790,6,2012,1845,996,849,422944,435284,0.971650692,0.940921409,0.968374146,0.410456231,-0.012981029,-0.61568935,,
282,경기,구리시,2014,1802,954,848,6,2013,1920,1021,899,465061,480776,0.96731326,0.938541667,0.970256178,0.387476052,-0.011525019,-0.551018496,,
283,경기,구리시,2015,1607,784,823,6,2014,1760,858,902,441255,454993,0.969806129,0.913068182,0.941495578,0.364188508,-0.021306638,-0.985483648,,
284,경기,구리시,2016,1524,804,720,6,2015,1644,873,771,422114,435131,0.970084871,0.927007299,0.955594018,0.361039909,-0.016032332,-0.7512175,,
285,경기,구리시,2017,1598,839,759,6,2016,1751,895,856,445571,460063,0.968499966,0.912621359,0.942303966,0.358640935,-0.02069216,-0.95819067,,
286,경기,구리시,2018,1693,853,840,6,2017,1838,923,915,447106,462352,0.967025124,0.921109902,0.952519102,0.37865741,-0.017978994,-0.837681391,,
287,경기,구리시,2019,1806,929,877,6,2018,2012,1044,968,462528,478982,0.965647978,0.897614314,0.929546102,0.390462848,-0.02750963,-1.260998728,,
288,경기,구리시,2020,1598,845,753,6,2019,1754,938,816,417119,431843,0.965904275,0.911060433,0.94322021,0.383104102,-0.021752571,-1.005290397,,
289,경기,군포시,2009,2938,1511,1427,6,2008,3122,1612,1510,462768,488710,0.946917395,0.941063421,0.993817862,0.634875359,-0.003924887,-0.213447358,,
290,경기,군포시,2010,3089,1593,1496,6,2009,3189,1625,1564,470657,487028,0.966385916,0.968642208,1.002334773,0.656316596,0.00153235,0.028943929,,
291,경기,군포시,2011,2990,1550,1440,6,2010,3067,1586,1481,441332,457372,0.964930079,0.974894033,1.01032609,0.677494494,0.006995869,0.271614231,,
292,경기,군포시,2012,2753,1400,1353,6,2011,2870,1468,1402,407210,420797,0.967711272,0.959233449,0.991239306,0.676063947,-0.005922789,-0.302187155,,
293,경기,군포시,2013,2838,1463,1375,6,2012,2931,1508,1423,422944,435284,0.971650692,0.968270215,0.996520892,0.671010819,-0.002334519,-0.142808799,,
294,경기,군포시,2014,2995,1551,1444,6,2013,3075,1588,1487,465061,480776,0.96731326,0.97398374,1.006895884,0.64400154,0.00444096,0.158134144,,
